13|12|11|10|7|6|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|
50|37|34|32|27|26|14|13|12|11|10|7|6|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|
10|7|6|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|
53|49|39|36|31|29|28|27|26|14|13|12|11|10|7|6|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|
15|14|13|12|11|10|7|6|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|
38|37|34|32|27|26|14|13|12|11|10|7|6|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|
3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|
15|14|13|12|11|10|7|6|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|
41|21|6|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|
57|56|50|37|34|32|27|26|14|13|12|11|10|7|6|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|4|3|2|1|25|0|25|1|2|3|4|5|
