5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|
5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|
15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|
10|11|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|
22|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|
13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|
11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|
6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|
35|30|29|27|26|25|24|23|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|
23|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|
9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|
9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|
19|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|14|13|12|11|10|34|9|7|6|5|4|3|2|1|0|18|17|16|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|
29|27|28|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|
26|25|24|23|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|
19|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|
28|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|
9|7|6|5|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|
34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|
9|7|6|5|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|
26|25|24|23|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|
20|19|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|
13|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|
32|31|30|31|32|33|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|
10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|
17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|
20|19|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|
1|0|18|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|
30|31|32|33|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|
1|0|18|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|
22|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|
21|20|19|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|
10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|
13|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|
18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|
5|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|
15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|
7|6|5|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|
14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|0|1|2|3|4|5|6|7|9|34|10|11|12|13|14|15|16|17|18|
